id,text,label,prompt,model,date,word_count,readability
686,AI-generated content sample 686: This is an example of text generated by GPT-4 in response to the prompt 'Explain the benefits of deep learning.'.,AI-generated,Explain the benefits of deep learning.,GPT-4,2025-07-20,24.0,41.47500000000002
687,Human-written text sample 687: This is an example of a text written by a human in response to the prompt 'Report from an industry conference.'.,Human-written,Report from an industry conference.,Human,2023-11-02,25.0,49.48400000000001
688,AI-generated content sample 688: This is an example of text generated by Claude in response to the prompt 'Explain the benefits of deep learning.'.,AI-generated,Explain the benefits of deep learning.,Claude,2024-12-29,24.0,45.00000000000003
689,Human-written text sample 689: This is an example of a text written by a human in response to the prompt 'Report from an industry conference.'.,Human-written,Report from an industry conference.,Human,2025-07-02,25.0,49.48400000000001
690,Human-written text sample 690: This is an example of a text written by a human in response to the prompt 'Editorial on the impact of technology in society.'.,Human-written,Editorial on the impact of technology in society.,Human,2023-11-09,28.0,33.38642857142861
691,Human-written text sample 691: This is an example of a text written by a human in response to the prompt 'Personal essay on learning programming.'.,Human-written,Personal essay on learning programming.,Human,2024-07-11,25.0,46.10000000000002
692,AI-generated content sample 692: This is an example of text generated by ChatGPT in response to the prompt 'Write an article on the future of AI.'.,AI-generated,Write an article on the future of AI.,ChatGPT,2024-11-08,26.0,43.78346153846158
693,AI-generated content sample 693: This is an example of text generated by ChatGPT in response to the prompt 'Describe how neural networks work.'.,AI-generated,Describe how neural networks work.,ChatGPT,2025-03-18,23.0,40.03782608695653
694,AI-generated content sample 694: This is an example of text generated by Bard in response to the prompt 'Describe how neural networks work.'.,AI-generated,Describe how neural networks work.,Bard,2025-01-22,23.0,47.39434782608697
695,AI-generated content sample 695: This is an example of text generated by GPT-4 in response to the prompt 'Describe how neural networks work.'.,AI-generated,Describe how neural networks work.,GPT-4,2024-11-23,23.0,43.716086956521764
696,AI-generated content sample 696: This is an example of text generated by Claude in response to the prompt 'Explain the benefits of deep learning.'.,AI-generated,Explain the benefits of deep learning.,Claude,2024-01-09,24.0,45.00000000000003
697,Human-written text sample 697: This is an example of a text written by a human in response to the prompt 'Personal essay on learning programming.'.,Human-written,Personal essay on learning programming.,Human,2023-08-19,25.0,46.10000000000002
698,AI-generated content sample 698: This is an example of text generated by Bard in response to the prompt 'Write an article on the future of AI.'.,AI-generated,Write an article on the future of AI.,Bard,2025-07-11,26.0,50.29115384615386
699,AI-generated content sample 699: This is an example of text generated by Bard in response to the prompt 'Explain the benefits of deep learning.'.,AI-generated,Explain the benefits of deep learning.,Bard,2025-06-07,24.0,45.00000000000003
700,Human-written text sample 700: This is an example of a text written by a human in response to the prompt 'Personal essay on learning programming.'.,Human-written,Personal essay on learning programming.,Human,2023-10-22,25.0,46.10000000000002
701,Human-written text sample 701: This is an example of a text written by a human in response to the prompt 'Interview with an AI researcher.'.,Human-written,Interview with an AI researcher.,Human,2023-12-23,25.0,52.86800000000002
702,AI-generated content sample 702: This is an example of text generated by GPT-4 in response to the prompt 'Write an article on the future of AI.'.,AI-generated,Write an article on the future of AI.,GPT-4,2023-10-05,26.0,47.037307692307735
703,AI-generated content sample 703: This is an example of text generated by ChatGPT in response to the prompt 'Write an article on the future of AI.'.,AI-generated,Write an article on the future of AI.,ChatGPT,2025-06-30,26.0,43.78346153846158
704,AI-generated content sample 704: This is an example of text generated by Bard in response to the prompt 'Explain the benefits of deep learning.'.,AI-generated,Explain the benefits of deep learning.,Bard,2025-06-09,24.0,45.00000000000003
705,AI-generated content sample 705: This is an example of text generated by GPT-4 in response to the prompt 'Write an article on the future of AI.'.,AI-generated,Write an article on the future of AI.,GPT-4,2024-02-18,26.0,47.037307692307735
706,Human-written text sample 706: This is an example of a text written by a human in response to the prompt 'Editorial on the impact of technology in society.'.,Human-written,Editorial on the impact of technology in society.,Human,2024-07-27,28.0,33.38642857142861
707,Human-written text sample 707: This is an example of a text written by a human in response to the prompt 'Editorial on the impact of technology in society.'.,Human-written,Editorial on the impact of technology in society.,Human,2025-01-04,28.0,33.38642857142861
708,Human-written text sample 708: This is an example of a text written by a human in response to the prompt 'Interview with an AI researcher.'.,Human-written,Interview with an AI researcher.,Human,2024-03-22,25.0,52.86800000000002
709,Human-written text sample 709: This is an example of a text written by a human in response to the prompt 'Personal essay on learning programming.'.,Human-written,Personal essay on learning programming.,Human,2024-05-06,25.0,46.10000000000002
710,Human-written text sample 710: This is an example of a text written by a human in response to the prompt 'Report from an industry conference.'.,Human-written,Report from an industry conference.,Human,2023-10-29,25.0,49.48400000000001
711,Human-written text sample 711: This is an example of a text written by a human in response to the prompt 'Report from an industry conference.'.,Human-written,Report from an industry conference.,Human,2023-10-19,25.0,49.48400000000001
712,AI-generated content sample 712: This is an example of text generated by Claude in response to the prompt 'Write an article on the future of AI.'.,AI-generated,Write an article on the future of AI.,Claude,2023-09-12,26.0,50.29115384615386
